83,73,77,51,76,60,82,74,85,74,61,79,86,68,60,1e+20,94,66,58,76,72,80,59,72,62,71,79,63,101,71,75,72,80,65,94,59,85,66,70,68,77,80,51,64,61,52,60,79,84,68,60,77,68,63,86,84,69,58,86,69,51,75,58,66,87,46,54,67,76,66,89,64,94,74,98,73,72,69,72,58,105,85,75,70,71,57,72,55,86,66,78,67,65,112,70,73,73,77,130,77,85,60,66,67,61
97,71,81,69,80,68,76,84,88,73,61,82,91,71,65,94,1e+20,67,66,74,76,91,64,75,66,78,88,74,94,71,89,74,93,71,98,64,92,84,78,63,76,91,57,66,70,56,65,81,89,82,77,61,79,74,98,89,68,74,75,78,65,76,70,70,89,52,63,65,76,84,93,77,88,79,76,91,74,83,70,59,69,81,79,98,74,67,82,54,87,64,75,74,67,88,93,86,84,69,95,77,98,71,72,80,74
57,56,54,52,58,47,52,59,68,53,49,51,59,49,57,66,67,1e+20,43,57,57,58,44,50,61,55,57,43,58,46,59,49,69,70,61,42,62,53,51,83,55,62,41,75,42,53,56,59,53,62,44,65,68,65,58,60,55,69,60,58,40,70,43,54,58,46,46,52,51,55,70,68,56,48,58,62,45,53,57,64,70,59,68,62,72,47,48,59,62,47,67,48,55,60,60,51,51,55,68,64,62,49,68,57,72
61,61,58,36,59,57,44,55,59,52,58,58,59,62,67,58,66,43,1e+20,51,58,59,57,56,53,65,58,44,54,56,61,49,55,52,61,43,61,53,55,51,61,58,36,59,46,35,58,57,62,55,48,49,50,51,54,49,62,55,71,69,55,62,42,55,52,43,50,47,58,57,60,53,54,49,65,57,50,57,54,51,53,57,59,61,49,40,60,52,52,61,51,52,56,54,57,56,51,51,56,52,59,49,58,64,66
68,54,71,60,70,65,53,62,66,55,68,63,78,66,57,76,74,57,51,1e+20,63,65,55,69,58,60,76,53,72,53,77,69,71,59,71,59,74,74,62,59,70,65,45,61,56,50,55,68,72,83,58,66,54,57,77,68,74,53,76,62,62,71,50,67,64,52,48,49,70,74,82,56,75,73,66,71,62,51,55,40,64,73,77,68,64,55,76,45,66,53,67,82,68,75,72,68,51,66,76,61,73,69,51,76,47
60,64,78,53,71,89,71,69,65,64,84,73,82,70,66,72,76,57,58,63,1e+20,83,67,71,60,54,78,69,70,60,68,67,74,66,81,70,72,73,65,50,74,79,46,56,58,51,55,88,72,66,60,51,77,65,65,67,68,56,78,65,71,74,50,88,83,58,69,56,70,63,75,77,82,67,67,72,64,59,84,57,66,75,65,67,72,57,86,55,83,51,75,66,60,70,59,71,70,61,73,63,92,65,50,85,65
87,64,95,62,79,65,71,74,77,77,70,88,86,73,67,80,91,58,59,65,83,1e+20,55,63,67,59,92,73,82,73,82,60,81,69,96,72,82,82,69,61,80,76,57,71,67,57,62,79,84,75,75,61,72,80,95,83,75,63,81,67,72,71,63,55,88,55,73,50,61,76,78,83,101,69,63,79,64,75,72,54,75,73,66,79,80,64,78,52,85,64,85,79,68,92,74,71,77,72,91,72,86,73,63,84,72
65,60,67,46,59,66,63,76,79,73,76,65,78,69,59,59,64,44,57,55,67,55,1e+20,50,53,67,70,50,59,60,65,47,63,55,60,64,59,66,52,51,76,71,42,52,53,39,44,82,70,56,55,46,74,63,68,57,58,54,60,63,60,67,46,71,69,69,60,46,88,54,58,64,49,49,54,55,56,58,60,55,64,64,62,61,56,45,58,41,71,39,64,69,56,59,51,72,63,60,62,53,74,60,47,66,44
73,71,82,53,68,75,64,68,57,73,74,89,81,86,66,72,75,50,56,69,71,63,50,1e+20,58,59,81,63,91,86,77,102,75,52,63,77,81,82,67,55,64,67,54,60,66,45,51,71,78,97,62,60,66,67,88,77,93,56,67,68,84,72,54,70,79,55,66,56,95,70,73,70,87,73,63,65,67,69,66,60,56,72,72,75,64,56,77,53,78,65,74,66,81,65,68,79,68,71,74,53,83,60,52,78,63
60,58,63,61,64,71,56,67,69,51,72,61,63,58,64,62,66,61,53,58,60,67,53,58,1e+20,55,61,47,67,60,66,53,64,70,67,62,65,60,63,68,66,68,62,52,63,71,48,61,54,53,58,48,66,91,67,57,56,54,55,57,54,77,69,62,67,52,70,52,61,67,81,66,76,52,56,63,60,66,73,50,57,60,70,62,76,53,57,43,61,51,85,53,84,57,68,62,59,60,63,47,66,40,64,62,71
72,65,66,59,66,54,50,67,74,57,62,57,73,63,91,71,78,55,65,60,54,59,67,59,55,1e+20,65,58,62,52,65,57,65,60,73,42,69,62,66,51,66,68,52,59,54,62,79,65,82,59,47,53,61,57,64,48,50,73,73,70,47,75,64,63,58,43,51,62,77,60,66,58,55,68,59,65,66,57,52,61,68,70,69,73,62,62,55,56,70,83,67,63,60,51,65,61,67,58,62,63,65,55,89,79,63
88,64,82,66,70,71,74,81,75,83,76,80,91,72,64,79,88,57,58,76,78,92,70,81,61,65,1e+20,76,65,77,87,76,63,69,88,65,80,88,74,60,79,85,58,69,74,52,59,86,88,84,62,70,66,80,86,84,77,60,80,69,75,78,70,70,77,57,63,62,77,79,77,69,81,67,67,67,72,86,71,63,72,77,77,88,78,63,73,54,87,60,78,74,74,83,69,90,88,61,79,73,86,63,59,71,59
73,63,72,59,68,54,57,61,66,62,54,65,53,64,55,63,74,43,44,53,69,73,50,63,47,58,76,1e+20,64,54,72,62,59,56,75,54,82,64,65,48,64,68,56,47,71,53,52,62,69,56,61,39,55,62,74,62,63,57,59,55,63,86,64,61,74,53,53,52,58,58,61,54,67,63,52,66,56,62,73,50,56,63,61,73,60,67,63,44,67,58,65,54,58,63,62,72,74,66,64,58,68,56,56,67,54
79,75,104,58,78,82,73,80,77,75,72,92,96,80,62,101,94,58,54,72,70,82,59,91,67,62,65,64,1e+20,99,73,82,88,70,71,71,87,88,76,61,80,74,52,67,64,48,55,73,83,93,75,65,64,65,80,80,73,66,82,74,73,76,60,69,95,51,61,65,80,86,83,76,91,80,87,80,68,67,80,57,80,83,74,82,70,59,77,54,87,58,65,70,89,99,89,69,85,91,113,76,84,70,63,84,62
65,63,83,53,57,73,64,79,65,73,74,94,74,80,74,71,71,46,56,53,60,73,60,86,60,52,77,54,99,1e+20,64,73,67,65,72,69,69,65,67,60,74,60,57,58,58,44,48,67,75,72,58,50,64,70,74,63,66,62,72,65,66,64,49,57,80,73,54,56,85,80,78,84,75,65,69,61,63,70,75,55,72,73,73,70,68,52,70,49,72,55,59,75,85,69,75,69,62,81,72,57,74,66,50,70,60
88,67,85,74,67,72,65,73,84,86,66,70,86,73,61,75,89,59,61,77,68,82,65,77,66,65,87,72,73,64,1e+20,76,84,59,81,69,86,93,87,58,73,78,51,60,65,50,57,79,73,85,69,46,68,74,102,84,73,63,70,71,77,80,63,70,82,56,63,58,68,84,84,69,75,67,68,74,62,73,76,62,66,79,78,77,72,62,65,48,82,60,76,69,67,78,71,98,71,56,76,61,87,61,64,74,63
81,55,74,54,66,68,60,68,60,67,66,80,82,70,49,72,74,49,49,69,67,60,47,102,53,57,76,62,82,73,76,1e+20,92,50,63,82,87,87,74,54,79,71,42,53,59,47,43,68,79,95,76,63,65,57,90,72,80,56,70,63,77,68,49,66,73,63,53,66,81,70,69,60,77,111,52,66,55,64,63,56,58,89,66,77,59,55,69,51,74,61,64,72,68,62,67,82,71,98,76,58,84,85,54,67,56
94,61,86,62,75,55,64,73,93,65,80,73,91,75,59,80,93,69,55,71,74,81,63,75,64,65,63,59,88,67,84,92,1e+20,61,77,75,80,93,78,64,84,75,49,66,62,57,56,83,68,87,74,64,71,65,99,84,73,68,76,68,64,67,56,70,78,55,59,69,65,75,83,75,77,83,58,86,63,71,67,57,72,86,76,77,64,60,75,48,84,57,66,77,66,75,72,80,70,95,78,72,95,75,67,77,70
66,63,71,47,73,81,44,68,59,61,68,54,70,52,72,65,71,70,52,59,66,69,55,52,70,60,69,56,70,65,59,50,61,1e+20,68,67,80,56,71,58,59,78,51,52,60,51,59,68,65,58,55,57,66,63,60,70,61,69,77,69,55,102,59,67,69,61,65,62,63,56,78,67,71,63,57,74,58,59,78,51,61,68,85,79,66,50,67,57,74,63,65,51,62,73,73,55,60,59,74,62,66,75,60,75,58
78,58,74,61,72,63,77,78,80,80,76,70,91,77,66,94,98,61,61,71,81,96,60,63,67,73,88,75,71,72,81,63,77,68,1e+20,63,78,71,79,62,79,79,49,61,62,52,62,83,82,75,47,58,69,79,89,75,69,59,77,72,65,76,64,62,78,49,61,54,75,75,73,80,97,74,74,72,71,67,72,60,69,79,72,66,85,65,74,52,89,61,86,78,68,83,62,80,68,76,85,80,80,66,63,78,66
61,55,61,46,60,73,60,80,54,60,83,74,67,64,59,59,64,42,43,59,70,72,64,77,62,42,65,54,71,69,69,82,75,67,63,1e+20,66,65,77,53,67,76,46,52,52,37,43,78,61,78,76,48,75,58,67,71,76,41,62,57,78,63,45,56,77,77,60,67,71,69,72,69,80,81,55,57,62,63,65,46,48,75,66,59,60,46,59,42,61,50,69,63,70,71,58,70,51,89,72,50,72,99,43,68,52
77,66,80,54,95,74,68,73,81,63,69,79,89,67,65,85,92,62,61,74,72,82,59,81,65,69,80,82,87,69,86,87,80,80,78,66,1e+20,74,71,62,65,78,58,59,58,48,63,77,73,72,71,62,70,75,80,76,59,66,83,74,74,82,59,73,84,56,59,60,70,71,81,67,77,71,70,79,68,70,76,53,77,83,77,80,78,63,73,53,85,62,77,64,74,80,74,76,75,64,86,75,82,74,72,86,62
90,65,86,63,69,66,66,73,76,74,76,76,90,73,59,66,84,53,53,74,73,82,66,82,60,62,88,64,88,65,93,87,93,56,71,65,74,1e+20,76,55,87,75,60,61,63,46,51,73,78,94,73,66,63,71,98,107,72,60,80,68,78,68,60,70,75,45,70,56,69,88,81,72,71,65,56,80,63,79,66,61,64,70,73,87,69,60,73,49,83,56,73,69,66,74,79,90,78,68,70,54,94,61,57,70,60
88,60,68,60,65,71,65,78,69,87,74,72,72,74,64,70,78,51,55,62,65,69,52,67,63,66,74,65,76,67,87,74,78,71,79,77,71,76,1e+20,61,70,75,52,56,57,51,58,79,79,66,79,61,77,64,81,80,82,53,74,66,57,75,61,66,69,70,56,61,76,88,73,67,72,74,65,74,76,75,54,53,67,75,76,84,73,59,68,54,73,67,73,70,68,66,74,76,74,66,75,57,86,57,60,74,56
62,52,60,58,62,48,51,58,63,62,56,60,68,70,60,68,63,83,51,59,50,61,51,55,68,51,60,48,61,60,58,54,64,58,62,53,62,55,61,1e+20,67,61,51,66,49,50,42,62,59,63,51,70,64,72,64,58,66,58,55,65,51,58,47,55,50,54,52,62,56,63,75,72,62,53,64,61,45,64,54,57,62,59,67,68,74,52,52,68,67,59,63,60,58,57,67,54,50,72,66,62,63,57,70,58,77
85,67,82,52,83,59,79,69,88,70,84,80,86,80,65,77,76,55,61,70,74,80,76,64,66,66,79,64,80,74,73,79,84,59,79,67,65,87,70,67,1e+20,72,59,72,57,47,56,85,76,82,60,65,62,75,86,68,80,61,83,70,77,83,60,68,75,56,67,57,81,73,79,81,80,70,62,72,73,90,71,59,70,80,71,75,76,58,99,58,93,57,81,81,74,79,68,72,72,76,77,67,81,66,60,83,60
83,68,57,68,71,68,77,100,74,66,62,71,84,54,74,80,91,62,58,65,79,76,71,67,68,68,85,68,74,60,78,71,75,78,79,76,78,75,75,61,72,1e+20,58,59,67,58,66,87,72,70,61,57,75,79,89,80,57,68,77,64,66,79,71,72,87,59,73,54,67,77,81,75,82,69,65,85,63,69,63,57,62,78,77,79,66,56,66,46,81,66,70,56,66,82,62,80,83,56,79,61,90,71,66,78,69
54,53,55,60,51,46,48,64,50,42,46,62,54,48,54,51,57,41,36,45,46,57,42,54,62,52,58,56,52,57,51,42,49,51,49,46,58,60,52,51,59,58,1e+20,39,75,70,50,54,57,49,42,41,56,90,63,60,51,38,46,47,49,57,77,51,47,39,64,38,51,50,51,63,46,45,46,53,60,72,47,44,49,50,55,63,69,69,60,44,55,49,56,43,62,48,47,49,60,47,49,46,55,38,45,57,44
65,62,69,38,59,53,57,53,59,55,51,66,73,48,56,64,66,75,59,61,56,71,52,60,52,59,69,47,67,58,60,53,66,52,61,52,59,61,56,66,72,59,39,1e+20,50,36,49,62,64,58,51,56,48,54,63,65,61,61,69,67,54,72,46,59,55,39,56,73,67,62,63,51,62,60,51,61,53,56,61,62,64,69,62,63,63,37,57,90,64,55,60,59,60,61,58,61,56,55,71,66,68,50,58,67,57
67,52,69,70,64,45,68,62,58,64,50,72,61,64,56,61,70,42,46,56,58,67,53,66,63,54,74,71,64,58,65,59,62,60,62,52,58,63,57,49,57,67,75,50,1e+20,64,52,61,73,57,49,43,51,72,66,64,66,50,57,58,51,72,83,55,60,41,80,45,63,60,60,56,58,55,51,56,74,72,54,52,55,60,69,67,66,64,60,42,75,51,68,54,69,71,59,63,80,56,64,47,65,44,54,60,54
57,47,51,87,46,35,38,49,52,43,39,51,48,49,48,52,56,53,35,50,51,57,39,45,71,62,52,53,48,44,50,47,57,51,52,37,48,46,51,50,47,58,70,36,64,1e+20,56,49,52,48,47,46,50,80,55,44,49,50,51,48,40,50,83,40,53,35,55,34,44,48,58,56,48,48,40,59,66,47,44,43,52,49,60,57,73,91,47,47,53,64,70,47,56,44,54,49,55,48,49,55,61,43,71,48,60
62,79,57,62,56,52,39,59,56,46,58,52,61,48,71,60,65,56,58,55,55,62,44,51,48,79,59,52,55,48,57,43,56,59,62,43,63,51,58,42,56,66,50,49,52,56,1e+20,52,62,53,50,52,53,59,56,45,52,58,55,65,47,64,57,46,58,34,46,47,56,49,65,53,59,48,49,57,63,52,45,46,50,61,63,67,59,55,55,39,61,69,62,63,56,56,66,52,54,51,57,49,64,52,83,68,62
80,62,81,58,77,79,79,84,79,78,84,74,92,60,62,79,81,59,57,68,88,79,82,71,61,65,86,62,73,67,79,68,83,68,83,78,77,73,79,62,85,87,54,62,61,49,52,1e+20,86,76,66,57,78,73,82,66,69,58,77,71,72,73,61,85,81,60,75,59,73,77,84,89,78,69,64,78,66,63,80,58,69,90,81,82,76,63,87,52,87,61,77,71,74,72,77,82,63,65,76,66,106,71,59,82,59
82,72,102,58,73,62,59,68,70,86,73,82,81,78,65,84,89,53,62,72,72,84,70,78,54,82,88,69,83,75,73,79,68,65,82,61,73,78,79,59,76,72,57,64,73,52,62,86,1e+20,84,76,61,69,65,81,56,88,71,80,73,66,71,64,63,73,51,55,56,89,71,76,72,76,86,66,81,72,73,66,60,78,95,74,87,66,64,78,55,82,64,73,80,75,81,74,72,78,77,81,71,86,65,71,74,60
93,69,87,61,70,56,49,61,66,68,77,85,86,73,60,68,82,62,55,83,66,75,56,97,53,59,84,56,93,72,85,95,87,58,75,78,72,94,66,63,82,70,49,58,57,48,53,76,84,1e+20,66,69,69,63,82,81,86,66,75,66,86,75,54,67,69,54,54,60,80,84,80,70,76,81,53,74,63,65,61,54,64,78,79,85,64,60,75,57,80,57,67,81,76,73,75,75,65,76,75,66,83,80,62,78,61
70,53,72,51,62,57,46,57,65,58,58,67,61,62,53,60,77,44,48,58,60,75,55,62,58,47,62,61,75,58,69,76,74,55,47,76,71,73,79,51,60,61,42,51,49,47,50,66,76,66,1e+20,50,59,58,68,68,69,53,68,60,59,55,56,49,66,64,48,48,60,73,63,56,58,75,49,69,61,62,55,46,57,70,61,74,57,54,62,42,55,51,62,56,62,58,67,69,55,86,64,49,76,71,57,60,53
75,53,54,43,62,43,43,47,60,45,62,55,75,64,51,77,61,65,49,66,51,61,46,60,48,53,70,39,65,50,46,63,64,57,58,48,62,66,61,70,65,57,41,56,43,46,52,57,61,69,50,1e+20,52,53,66,56,67,61,63,59,54,65,41,50,59,49,37,52,54,59,65,55,59,63,65,67,52,62,50,52,80,60,62,71,52,47,60,53,58,54,56,61,51,73,66,58,50,63,79,69,65,58,58,63,47
70,61,60,53,62,64,55,65,71,75,66,65,69,74,58,68,79,68,50,54,77,72,74,66,66,61,66,55,64,64,68,65,71,66,69,75,70,63,77,64,62,75,56,48,51,50,53,78,69,69,59,52,1e+20,69,74,60,74,55,64,59,60,67,47,75,76,69,54,61,66,70,80,79,66,58,59,66,59,62,67,52,65,84,76,70,73,54,64,43,73,53,63,64,62,66,66,64,64,65,67,55,87,60,53,77,61
73,63,65,86,72,57,66,73,73,68,64,71,68,68,62,63,74,65,51,57,65,80,63,67,91,57,80,62,65,70,74,57,65,63,79,58,75,71,64,72,75,79,90,54,72,80,59,73,65,63,58,53,69,1e+20,75,68,64,54,64,65,66,70,91,60,73,52,84,50,62,72,74,82,72,52,57,65,71,73,66,58,55,63,69,68,93,67,65,48,76,59,91,61,77,69,62,63,74,64,63,61,77,50,62,68,77
101,62,85,66,70,64,78,82,91,76,71,92,88,72,60,86,98,58,54,77,65,95,68,88,67,64,86,74,80,74,102,90,99,60,89,67,80,98,81,64,86,89,63,63,66,55,56,82,81,82,68,66,74,75,1e+20,94,76,64,74,69,74,77,66,60,92,54,67,52,74,81,79,77,84,73,64,84,74,84,57,64,69,79,70,82,78,65,69,48,86,62,84,68,71,86,72,110,80,72,86,67,95,68,70,78,67
86,57,68,66,71,56,66,82,65,60,68,77,76,62,64,84,89,60,49,68,67,83,57,77,57,48,84,62,80,63,84,72,84,70,75,71,76,107,80,58,68,80,60,65,64,44,45,66,56,81,68,56,60,68,94,1e+20,71,51,76,60,69,64,62,58,72,51,65,51,61,67,72,57,80,69,68,79,70,67,63,56,58,70,73,77,71,60,72,46,70,56,69,63,62,86,66,88,71,58,85,59,87,69,52,62,51
78,66,77,52,65,57,55,56,54,70,75,82,78,109,60,69,68,55,62,74,68,75,58,93,56,50,77,63,73,66,73,80,73,61,69,76,59,72,82,66,80,57,51,61,66,49,52,69,88,86,69,67,74,64,76,71,1e+20,55,80,72,74,67,54,67,60,51,57,54,81,63,75,58,72,66,65,70,68,67,55,57,61,73,70,67,65,58,73,60,75,62,71,78,74,86,67,64,60,88,73,57,71,63,50,73,59
77,63,65,48,61,60,43,64,67,55,56,52,65,55,60,58,74,69,55,53,56,63,54,56,54,73,60,57,66,62,63,56,68,69,59,41,66,60,53,58,61,68,38,61,50,50,58,58,71,66,53,61,55,54,64,51,55,1e+20,65,67,49,72,53,48,62,49,47,51,55,58,69,61,58,64,46,69,47,55,55,67,64,67,66,66,60,48,62,59,72,58,60,56,59,59,60,57,59,55,64,63,61,52,78,68,65
77,65,80,53,75,76,64,66,64,69,86,72,78,68,72,86,75,60,71,76,78,81,60,67,55,73,80,59,82,72,70,70,76,77,77,62,83,80,74,55,83,77,46,69,57,51,55,77,80,75,68,63,64,64,74,76,80,65,1e+20,74,69,87,53,98,73,59,61,58,68,93,84,69,77,67,66,93,59,71,76,50,75,80,76,89,70,57,81,63,72,59,65,73,74,73,68,77,68,67,84,67,80,65,62,73,60
75,76,69,49,72,59,61,61,65,68,63,71,76,66,60,69,78,58,69,62,65,67,63,68,57,70,69,55,74,65,71,63,68,69,72,57,74,68,66,65,70,64,47,67,58,48,65,71,73,66,60,59,59,65,69,60,72,67,74,1e+20,66,75,56,61,66,47,55,65,73,67,78,66,68,64,63,67,63,63,67,68,65,74,83,68,67,49,67,53,80,62,63,59,68,70,67,63,70,62,72,63,73,61,65,74,65
73,56,70,55,73,65,54,62,54,60,72,71,75,65,60,51,65,40,55,62,71,72,60,84,54,47,75,63,73,66,77,77,64,55,65,78,74,78,57,51,77,66,49,54,51,40,47,72,66,86,59,54,60,66,74,69,74,49,69,66,1e+20,82,51,73,71,44,58,44,73,79,66,70,74,55,46,66,60,58,72,54,50,58,73,68,63,52,68,50,67,58,66,69,71,58,59,66,62,60,55,58,78,59,43,70,52
79,73,76,51,82,76,52,74,76,71,70,73,78,67,76,75,76,70,62,71,74,71,67,72,77,75,78,86,76,64,80,68,67,102,76,63,82,68,75,58,83,79,57,72,72,50,64,73,71,75,55,65,67,70,77,64,67,72,87,75,82,1e+20,61,79,85,61,68,62,83,66,81,65,74,67,59,79,63,68,87,58,66,73,90,88,65,56,69,63,79,65,76,66,77,68,76,71,79,64,76,65,74,70,64,83,67
64,53,64,75,60,47,52,68,68,59,48,62,56,55,56,58,70,43,42,50,50,63,46,54,69,64,70,64,60,49,63,49,56,59,64,45,59,60,61,47,60,71,77,46,83,83,57,61,64,54,56,41,47,91,66,62,54,53,53,56,51,61,1e+20,46,53,39,71,42,59,55,57,51,55,51,54,58,88,64,46,50,50,49,64,64,70,87,57,49,60,64,75,52,69,61,58,60,70,49,57,44,64,42,63,72,50
63,62,68,43,71,84,67,64,71,59,75,63,72,70,64,66,70,54,55,67,88,55,71,70,62,63,70,61,69,57,70,66,70,67,62,56,73,70,66,55,68,72,51,59,55,40,46,85,63,67,49,50,75,60,60,58,67,48,98,61,73,79,46,1e+20,79,51,60,60,70,78,77,83,54,58,64,79,51,58,74,57,54,69,73,73,68,47,61,62,72,50,60,59,71,57,60,67,66,56,63,62,85,59,42,73,55
72,73,84,59,70,88,78,81,79,65,78,72,85,57,49,87,89,58,52,64,83,88,69,79,67,58,77,74,95,80,82,73,78,69,78,77,84,75,69,50,75,87,47,55,60,53,58,81,73,69,66,59,76,73,92,72,60,62,73,66,71,85,53,79,1e+20,55,60,63,76,73,81,88,95,69,76,71,61,69,76,54,79,71,71,71,69,53,65,47,83,59,71,56,80,88,73,81,82,57,95,66,86,72,67,77,71
