54,51,53,52,45,34,44,44,52,52,1e+20,41,56,55,57,40,36,52,57,56,41,42,53,43,57,58,59,57,38,59,45,61,31,43,51,35,39,51,48,26,15,37,44,51,45,53,52,55,57,56,41,47,51,46,38,54,36,23,37,37,73,51,35,43,53,57,34,38,78,42,56,54,31,58,45,36,36,52,45,50,35,67,29,57,60,54,53,57,54,50,67,25,41,55,28,48,37,43,48,45,51,29,42,48,27,52,37,31,41,33,53,55,47,37,55,65,24,44,51,44,45,78,67,45,42,53,54,52,45,41,53,48,44,54,57,56,43,49,51,42,54,34,35,38,53,44,42,67,49,53,29,32,48,51,60,32,50,55,37,23,36,63,37,54,15,48,39,52,39,45,46,61,44,43,29,40,48,26,41,48
74,43,61,64,48,82,68,47,45,77,41,1e+20,40,38,42,86,61,63,45,46,57,45,45,37,65,63,49,43,90,57,56,41,51,32,59,66,52,73,66,31,16,33,70,53,52,49,39,50,44,39,38,34,47,36,31,36,39,21,48,27,45,43,97,33,49,51,82,90,40,29,40,39,74,63,48,67,61,64,65,47,61,35,23,62,59,74,62,37,67,66,34,28,70,50,16,57,33,35,54,76,42,39,48,40,40,43,56,22,38,32,49,38,34,69,38,48,43,70,30,66,32,40,46,65,26,30,67,45,93,69,62,49,75,59,40,41,37,68,44,89,74,87,61,69,45,46,45,35,55,63,39,30,40,42,43,73,56,38,32,21,39,35,37,35,16,66,68,39,50,46,51,41,42,66,32,66,57,52,70,22
41,46,45,54,47,41,34,57,49,50,56,40,1e+20,46,36,53,51,34,52,49,50,32,40,35,64,81,70,69,76,52,49,35,25,54,58,32,39,45,54,50,12,28,58,53,61,58,30,39,29,30,32,26,57,24,18,27,32,16,48,68,47,46,45,46,62,55,41,76,47,62,144,30,62,81,47,53,51,54,49,53,44,34,22,49,71,41,56,33,66,49,37,31,39,39,19,49,28,31,92,57,26,47,45,36,45,38,36,23,32,18,51,24,26,35,36,53,44,58,20,45,22,47,72,49,56,58,66,53,57,66,56,50,94,62,69,83,35,60,65,37,41,52,44,53,40,66,32,34,75,68,47,23,49,26,25,46,59,36,49,16,32,30,17,31,12,54,41,30,26,54,39,35,29,39,23,35,49,28,39,25
46,46,51,66,44,45,80,47,87,49,55,38,46,1e+20,42,46,51,41,71,39,64,63,42,42,54,64,94,43,42,79,37,73,26,43,49,32,49,43,54,26,16,45,50,40,41,56,55,49,58,42,41,61,89,46,44,47,50,37,37,24,53,46,58,67,58,70,45,42,53,44,46,76,37,64,44,52,51,66,50,49,60,50,25,41,58,46,56,72,61,47,38,30,41,49,16,53,45,38,46,55,39,35,28,57,34,61,41,35,41,40,71,44,61,34,51,53,32,50,23,39,60,53,51,50,41,36,61,58,61,47,56,39,43,66,75,40,42,47,74,42,46,46,60,42,42,45,63,50,44,54,35,30,42,39,34,41,53,51,30,37,50,55,38,54,16,54,31,55,37,57,40,73,55,40,34,48,53,26,41,27
42,50,57,61,34,30,43,38,36,41,57,42,36,42,1e+20,39,36,44,44,40,50,47,48,57,31,55,37,60,33,42,45,43,30,28,44,34,57,48,55,39,9,42,42,51,62,49,41,44,54,68,40,52,48,45,49,45,49,22,40,24,59,50,36,28,45,50,30,33,50,25,36,68,29,55,34,29,36,61,55,37,60,52,20,50,56,42,54,77,41,48,67,23,55,44,25,60,42,42,26,43,58,28,46,56,27,61,34,32,40,38,47,53,52,45,61,42,26,42,60,41,33,50,35,55,28,39,41,60,41,42,54,34,30,42,44,44,57,58,27,36,42,38,60,31,48,28,47,52,30,54,28,38,58,58,48,35,60,61,24,22,49,60,43,68,9,55,37,41,44,51,51,43,48,61,31,43,60,32,55,45
46,34,45,67,50,59,40,52,42,68,40,86,53,46,39,1e+20,57,45,54,51,49,33,35,34,73,67,43,61,97,41,63,29,32,28,66,55,48,59,56,54,8,25,64,42,69,61,20,35,38,31,33,38,58,20,30,33,34,21,54,25,45,34,83,13,51,37,59,97,46,22,53,35,78,67,50,90,57,67,51,33,53,29,13,48,55,46,55,33,66,59,31,10,47,35,12,52,25,19,67,63,29,44,60,25,51,41,33,16,33,34,68,27,38,59,27,50,51,64,29,59,25,46,62,51,29,25,66,44,89,50,55,48,90,61,37,45,34,62,38,57,46,64,53,80,35,29,33,29,74,67,44,20,37,29,25,60,66,27,57,21,34,33,18,31,8,56,52,20,45,36,41,29,24,45,11,57,52,35,47,16
73,28,51,68,80,69,49,35,40,99,36,61,51,51,36,57,1e+20,67,34,27,52,71,33,29,40,41,37,26,62,32,51,36,53,30,43,47,60,40,67,51,19,33,30,21,52,48,38,30,27,42,50,30,56,36,27,24,38,24,53,18,61,28,64,26,41,28,69,62,38,20,51,34,55,41,80,56,144,68,51,37,52,37,22,45,55,73,42,30,47,30,31,28,55,30,20,40,33,31,46,49,29,40,26,42,54,43,58,16,50,20,29,27,30,35,32,36,17,30,28,49,27,38,35,51,21,23,47,36,66,67,42,27,55,33,32,26,29,51,27,63,73,66,52,64,33,29,71,37,31,53,40,26,75,29,29,51,56,32,19,24,38,34,19,33,19,67,59,38,38,69,31,36,32,44,24,59,40,46,55,22
68,30,41,45,93,72,42,30,31,67,52,63,34,41,44,45,67,1e+20,35,26,31,48,33,35,37,30,29,37,51,29,49,49,60,21,42,62,71,55,69,39,14,31,31,37,32,46,41,27,49,37,36,45,39,36,27,39,25,22,63,24,65,30,60,23,30,34,72,51,41,21,34,45,61,30,93,55,67,45,62,30,30,41,18,47,73,68,41,46,39,34,45,20,67,27,12,34,31,34,34,59,46,28,28,37,44,38,36,23,36,33,46,43,45,46,36,37,18,31,43,65,32,41,27,62,21,37,39,30,57,69,41,24,37,34,31,22,35,61,30,45,68,98,30,61,33,27,48,41,29,50,28,34,62,46,45,65,62,36,16,22,25,49,34,45,14,69,65,41,46,77,48,49,33,63,30,67,34,55,67,26
32,59,41,52,30,45,49,53,80,41,57,45,52,71,44,54,34,35,1e+20,50,58,48,56,71,59,70,77,50,46,72,49,57,35,47,59,31,43,44,54,42,19,50,64,41,55,73,44,48,50,49,37,53,88,35,52,51,37,35,48,43,41,59,57,47,47,80,45,46,53,48,52,62,44,70,30,40,34,52,35,65,60,46,24,41,51,32,71,46,51,46,41,33,40,48,24,61,50,37,61,59,41,46,32,56,34,55,32,31,37,37,81,36,53,45,64,62,47,64,28,38,47,53,49,35,52,42,51,58,48,46,71,51,46,70,65,57,71,62,70,44,32,45,60,42,56,50,48,46,39,70,46,28,41,41,43,36,60,64,45,35,37,54,41,44,19,54,38,44,41,54,51,57,56,44,41,50,61,28,40,30
44,45,36,44,26,21,35,34,47,30,56,46,49,39,40,51,27,26,50,1e+20,29,24,63,28,66,54,39,50,38,43,55,32,23,48,56,27,35,49,32,29,15,25,43,73,47,70,35,63,44,48,34,34,48,47,33,24,29,15,36,45,36,45,23,39,40,72,21,38,46,34,49,31,47,54,26,39,27,44,33,50,38,34,22,59,41,44,51,32,30,75,35,20,27,63,15,45,25,28,47,36,30,34,50,43,31,36,24,15,34,25,63,30,34,43,33,56,47,43,31,28,24,46,57,33,57,40,30,55,41,36,51,45,41,60,51,59,28,30,40,28,44,38,38,37,63,70,24,34,73,43,34,51,41,30,34,16,38,33,44,15,29,41,21,59,15,32,33,35,34,27,36,32,31,29,27,23,45,22,27,27
39,44,59,58,37,59,76,45,60,48,41,57,50,64,50,49,52,31,58,29,1e+20,49,42,43,56,69,63,43,47,54,47,62,22,36,51,43,41,61,78,58,23,43,75,35,59,45,42,44,48,42,42,57,71,39,41,52,68,42,40,27,51,44,67,32,45,47,59,47,35,37,50,57,46,69,37,51,52,58,63,45,96,57,31,57,61,39,59,51,68,59,57,30,60,44,22,75,43,44,41,66,48,45,64,43,41,65,41,31,42,47,61,51,57,72,46,43,41,75,50,49,67,35,33,63,24,35,68,55,62,51,59,52,54,66,67,29,43,76,50,49,39,54,96,51,42,29,49,57,53,67,45,20,48,48,40,71,80,46,25,42,68,60,33,50,23,78,44,42,32,59,49,62,47,48,32,80,75,37,60,30
78,56,67,46,60,83,62,55,55,53,42,45,32,63,47,33,71,48,48,24,49,1e+20,45,54,27,47,52,51,35,46,37,63,47,21,41,40,66,34,49,21,4,38,46,18,33,48,37,24,47,62,48,61,51,39,57,55,28,31,27,14,49,56,61,24,36,51,83,35,34,30,32,63,28,47,60,30,71,46,44,38,53,44,27,43,54,78,51,64,44,29,43,20,57,24,13,41,38,28,24,48,34,12,15,43,18,69,58,27,48,37,50,46,61,36,50,44,17,46,19,41,68,34,21,44,34,27,44,41,45,44,51,47,30,66,56,24,54,55,44,54,78,59,53,38,45,27,144,44,31,50,12,20,57,34,27,38,44,50,6,31,28,58,35,49,4,49,55,37,56,62,35,63,48,60,19,70,41,44,57,19
50,51,45,58,30,29,44,37,56,35,53,45,40,42,48,35,33,33,56,63,42,45,1e+20,41,59,69,54,53,36,46,46,38,21,38,69,26,32,33,50,20,12,34,38,61,33,58,50,46,43,40,40,45,44,39,48,41,33,18,23,46,39,51,37,40,44,68,29,36,43,31,40,53,42,69,30,41,33,58,30,58,35,45,32,37,48,50,58,52,39,54,40,21,33,46,14,29,34,49,48,46,34,30,25,42,24,52,35,20,40,36,66,44,45,35,45,68,47,38,24,28,33,43,51,30,53,32,39,56,39,42,58,43,38,61,59,57,41,40,54,29,50,30,35,32,144,71,45,45,50,42,30,35,46,34,38,22,41,45,46,18,33,57,29,54,12,50,34,50,34,46,44,38,41,28,30,36,29,24,33,21
36,51,40,43,23,31,44,56,43,47,43,37,35,42,57,34,29,35,71,28,43,54,41,1e+20,22,45,43,48,24,50,45,53,40,33,39,36,47,37,55,33,24,75,56,42,56,41,48,50,55,62,38,60,62,42,66,61,40,33,45,28,43,51,44,33,41,64,31,24,56,29,35,68,16,45,23,22,29,43,58,46,46,52,30,44,43,36,47,61,41,37,55,40,34,50,43,65,75,52,24,45,49,37,28,65,34,65,33,36,38,52,69,44,60,38,72,32,41,56,38,35,39,56,29,58,28,33,41,71,37,38,47,52,25,47,49,27,144,52,47,40,36,26,46,22,41,34,54,52,23,57,37,38,49,49,52,24,52,72,32,33,40,62,55,58,24,55,36,48,41,53,55,53,79,49,49,43,65,31,34,54
51,70,48,65,40,43,60,50,56,48,57,65,64,54,31,73,40,37,59,66,56,27,59,22,1e+20,89,59,62,77,57,58,39,19,52,73,27,29,50,44,32,3,19,65,61,59,55,20,46,36,25,16,33,60,29,16,28,30,10,24,53,42,70,74,41,51,68,43,77,47,45,64,38,71,89,40,82,40,65,33,64,53,30,14,35,39,51,58,32,74,60,26,15,27,46,6,39,19,27,71,66,27,44,50,26,40,42,36,11,16,23,66,28,33,43,29,67,48,65,17,50,26,47,82,33,60,46,74,46,83,44,58,57,88,85,59,88,22,58,60,46,51,59,53,85,59,69,27,30,76,54,44,15,20,27,23,38,55,29,49,10,30,33,22,29,3,44,30,20,21,38,33,39,22,25,16,25,39,22,27,13
40,63,63,74,36,49,53,49,58,48,58,63,81,64,55,67,41,30,70,54,69,47,69,45,89,1e+20,75,58,74,65,58,44,12,46,77,34,36,54,52,43,17,49,85,60,65,60,42,53,35,42,33,47,68,29,36,43,59,31,31,40,46,63,59,40,63,58,49,74,50,49,81,52,63,144,36,72,41,74,34,74,60,52,31,54,66,40,76,68,64,75,48,34,39,53,18,49,49,42,79,56,34,40,56,55,32,61,36,20,33,24,71,43,47,55,52,66,58,85,21,47,31,50,66,34,48,43,64,78,86,68,76,63,79,79,56,84,45,69,76,50,40,48,60,73,69,58,47,52,80,79,40,18,43,34,28,52,56,52,51,31,59,41,24,53,17,52,37,42,25,47,49,44,50,42,29,47,49,15,39,27
57,69,55,63,26,46,80,65,96,50,59,49,70,94,37,43,37,29,77,39,63,52,54,43,59,75,1e+20,62,54,96,32,82,18,45,59,27,40,46,48,26,12,36,49,47,44,51,38,48,52,48,36,53,84,41,42,47,42,32,33,51,45,69,59,60,62,79,46,54,53,67,70,68,43,75,26,45,37,63,44,71,59,51,29,40,54,57,71,53,67,41,50,27,35,48,24,54,36,46,70,49,43,39,34,47,24,50,35,27,36,38,74,39,53,43,47,57,41,49,22,41,59,53,62,44,48,47,67,68,59,53,71,56,55,93,87,64,43,45,101,40,57,38,59,40,54,55,52,51,58,54,39,19,37,43,35,36,50,47,46,32,42,53,40,41,12,48,29,38,30,46,34,82,46,35,32,49,54,20,35,27
47,69,47,49,26,37,40,85,53,43,57,43,69,43,60,61,26,37,50,50,43,51,53,48,62,58,62,1e+20,57,69,32,48,17,48,60,23,39,37,40,21,8,39,47,49,65,52,39,43,45,52,32,59,44,38,55,52,41,20,26,59,39,69,43,45,74,57,37,57,46,78,69,63,39,58,26,59,26,49,36,63,33,42,32,37,52,47,60,66,62,42,48,22,30,43,10,46,39,33,57,44,32,50,35,45,16,58,29,18,32,41,56,40,59,36,57,69,50,47,31,32,36,46,75,36,52,52,62,61,57,47,60,70,73,64,56,69,48,57,63,43,47,28,33,49,53,68,51,42,68,47,50,26,32,32,37,28,43,57,54,20,41,53,33,46,8,40,38,39,27,37,42,48,47,31,24,39,46,15,30,27
53,45,56,74,58,62,54,54,37,70,38,90,76,42,33,97,62,51,46,38,47,35,36,24,77,74,54,57,1e+20,47,64,29,27,25,62,52,39,59,61,41,3,16,57,33,62,56,18,34,27,24,19,24,52,20,14,27,32,8,40,13,47,45,100,21,50,36,62,144,46,24,76,32,81,74,58,92,62,74,51,34,48,22,13,49,66,53,67,28,83,56,23,15,44,34,6,39,16,20,88,60,25,45,48,25,51,38,47,9,19,18,58,23,24,54,25,46,43,57,15,69,18,46,66,51,16,32,83,36,100,65,67,56,106,70,27,56,24,63,51,67,53,74,48,83,36,35,35,22,87,62,45,13,38,25,22,60,61,25,50,8,32,29,17,22,3,61,54,18,34,43,41,29,19,42,13,43,39,34,44,13
57,66,47,66,25,39,96,69,84,41,59,57,52,79,42,41,32,29,72,43,54,46,46,50,57,65,96,69,47,1e+20,38,55,20,43,40,35,39,40,49,19,11,44,49,42,50,37,39,47,48,45,31,59,66,34,40,45,42,25,21,35,39,66,54,64,69,74,39,47,41,57,52,72,39,65,25,38,32,66,40,76,47,42,20,29,52,57,65,57,60,36,39,22,32,47,16,45,44,38,59,35,39,44,37,48,30,62,39,27,31,38,57,46,59,36,46,56,33,49,21,34,48,41,58,40,46,40,60,69,57,53,65,56,56,86,87,64,50,42,94,51,57,29,47,37,46,49,46,42,51,47,44,19,35,39,31,34,37,46,43,25,42,49,37,51,11,49,38,39,33,50,38,55,50,39,31,39,45,20,32,25
46,27,43,64,50,59,36,31,28,55,45,56,49,37,45,63,51,49,49,55,47,37,46,45,58,58,32,32,64,38,1e+20,31,41,22,49,56,64,66,70,60,17,32,72,46,64,80,29,44,47,52,57,30,56,43,41,34,35,19,58,16,48,27,70,12,32,37,59,64,43,18,49,40,65,58,50,56,51,64,62,32,47,34,20,67,55,46,41,34,70,67,35,19,43,44,22,41,32,39,51,67,37,61,62,39,76,42,40,20,57,28,55,33,30,56,36,48,38,72,28,76,32,43,32,62,30,30,70,25,62,55,41,39,57,50,26,28,45,69,22,55,46,60,47,54,46,29,37,34,55,55,61,43,53,37,34,57,66,36,38,19,35,52,26,54,17,70,66,29,44,49,60,31,37,45,32,43,41,36,43,27
60,50,47,51,38,45,72,58,73,46,61,41,35,73,43,29,36,49,57,32,62,63,38,53,39,44,82,48,29,55,31,1e+20,24,32,44,28,46,46,47,23,22,40,46,51,47,49,45,37,69,55,50,59,74,48,48,60,39,31,43,32,58,50,59,36,41,69,45,29,53,41,35,68,25,44,38,27,36,51,54,54,59,74,31,39,58,60,50,49,65,37,81,27,53,37,29,57,40,55,34,59,52,31,40,50,26,51,39,32,50,47,75,58,59,40,59,33,33,46,46,46,76,53,44,54,36,52,65,44,47,55,50,53,41,67,71,31,53,51,56,41,60,35,59,28,38,44,63,74,30,53,31,32,38,52,46,42,59,59,23,31,39,75,54,59,22,47,33,45,39,51,39,144,50,38,31,61,57,31,53,40
52,13,32,23,45,51,34,25,30,56,31,51,25,26,30,32,53,60,35,23,22,47,21,40,19,12,18,17,27,20,41,24,1e+20,25,42,71,61,43,42,49,32,44,25,38,35,38,42,39,25,37,45,24,30,35,28,22,33,37,68,21,44,13,37,25,21,25,51,27,32,14,25,31,30,12,45,22,53,23,54,27,26,32,22,46,41,52,32,20,18,29,32,38,62,39,38,32,44,31,31,34,29,31,27,42,49,30,41,27,45,24,26,29,24,40,37,27,31,25,33,41,20,32,15,54,10,26,18,33,28,46,32,23,14,14,20,8,40,26,29,65,52,46,26,43,21,18,47,32,28,39,31,36,49,29,38,44,38,37,37,37,33,30,27,37,32,42,67,42,60,58,48,24,41,59,46,67,32,60,62,33
20,80,35,38,19,22,50,41,49,39,43,32,54,43,28,28,30,21,47,48,36,21,38,33,52,46,45,48,25,43,22,32,25,1e+20,34,17,20,30,35,26,23,38,33,55,29,23,38,68,23,29,26,25,33,24,27,27,45,32,27,71,34,80,20,51,56,55,22,25,35,88,54,30,19,46,19,27,30,38,27,96,24,36,24,31,37,20,40,36,36,40,33,29,26,68,25,25,38,35,40,23,28,32,32,44,15,27,22,25,26,19,29,28,25,29,39,42,25,33,27,17,22,35,46,27,80,63,36,59,32,59,40,40,38,52,59,56,33,28,56,41,20,18,24,24,38,55,21,36,46,36,32,18,33,28,30,30,29,39,31,32,45,30,21,32,23,35,20,38,19,36,30,32,39,29,37,29,25,17,26,31
40,43,54,56,30,30,49,50,44,47,51,59,58,49,44,66,43,42,59,56,51,41,69,39,73,77,59,60,62,40,49,44,42,34,1e+20,31,30,53,52,45,22,49,79,57,66,66,48,50,37,43,34,41,51,32,35,45,45,28,43,39,51,43,39,32,45,59,30,62,46,26,58,41,52,77,30,65,43,56,32,47,46,42,24,41,53,40,68,39,41,70,40,29,35,50,27,42,49,38,68,47,40,55,66,60,40,44,41,28,34,38,74,48,41,51,49,43,62,79,41,37,33,46,61,32,40,37,41,49,68,40,68,66,61,57,37,65,39,46,47,47,40,46,46,75,69,57,41,42,53,69,55,25,38,40,46,33,48,49,64,28,45,46,27,47,22,52,33,48,26,53,49,44,53,39,32,43,42,24,35,28
50,23,42,47,50,60,40,23,28,58,35,66,32,32,34,55,47,62,31,27,43,40,26,36,27,34,27,23,52,35,56,28,71,17,31,1e+20,62,72,57,41,30,28,36,45,54,35,30,41,27,24,37,34,35,34,20,38,38,25,65,20,46,23,57,16,34,23,60,52,38,11,32,30,55,34,50,46,47,47,58,36,44,27,18,57,49,50,37,24,51,56,27,31,65,41,25,40,28,29,46,55,34,48,45,31,60,40,46,20,37,39,30,26,34,68,42,37,41,36,37,64,26,38,24,58,12,22,51,26,54,56,37,29,37,36,17,24,36,53,25,62,50,56,44,51,26,18,40,27,38,39,48,38,48,34,43,58,51,42,37,25,38,33,40,35,30,57,73,30,56,51,68,28,34,53,41,55,40,54,65,24
69,38,51,57,64,69,47,31,36,61,39,52,39,49,57,48,60,71,43,35,41,66,32,47,29,36,40,39,39,39,64,46,61,20,30,62,1e+20,60,64,58,18,36,46,49,59,45,37,40,40,54,38,45,44,45,37,34,33,22,69,17,63,38,49,18,37,43,69,39,46,26,39,45,66,36,64,50,60,57,74,34,42,44,17,52,64,69,53,43,48,40,45,20,69,40,22,63,36,41,32,52,48,43,41,45,61,43,52,24,38,33,41,33,45,45,47,48,26,46,31,60,41,46,28,74,36,35,48,40,39,62,53,23,35,46,32,25,47,56,33,54,69,67,42,64,32,27,66,44,31,46,43,34,75,48,37,52,58,47,26,22,33,46,31,44,18,64,66,37,72,70,54,46,44,64,38,64,63,57,69,32
42,39,54,63,42,65,52,27,38,47,51,73,45,43,48,59,40,55,44,49,61,34,33,37,50,54,46,37,59,40,66,46,43,30,53,72,60,1e+20,57,41,19,29,64,61,67,53,47,45,51,41,38,38,42,53,28,36,39,26,53,21,43,39,58,28,39,40,65,59,44,31,45,34,46,54,42,51,40,63,65,44,62,52,25,72,62,42,51,42,71,81,49,39,66,45,26,63,29,42,45,73,53,48,68,50,53,42,40,30,38,32,54,47,38,62,43,47,44,64,45,64,43,44,36,65,25,46,71,37,67,55,51,47,47,60,35,35,37,75,39,55,42,55,62,41,33,34,34,52,58,56,48,45,46,53,49,57,64,43,39,26,39,47,40,42,19,57,64,47,45,46,58,46,37,65,38,61,63,48,66,27
